text	label	labelSecondary
أثر استراتيجية التمويل في قيمة سهم الشركة : دليل من شركات قطاع الصناعة السعودية	المال_والأعمال	التمويل
أثر استراتيجية التمويل في قيمة سهم الشركة : دليل من شركات قطاع الصناعة السعودية	المال_والأعمال	الصناعة
أثر الاستثمار الأجنبي المباشر في الصادرات الأردنية	المال_والأعمال	الملكية الأجنبية
أثر الاستثمار الأجنبي المباشر في الصادرات الأردنية	المال_والأعمال	تحليل إقتصادي
أثر التحول من تطبيق معايير المحاسبة السعودية إلى المعايير الدولية للتقرير المالي على مهنة المراجعة	المال_والأعمال	محاسبة
أثر التحول من تطبيق معايير المحاسبة السعودية إلى المعايير الدولية للتقرير المالي على مهنة المراجعة	المال_والأعمال	سياسات مالية
أثر التخصص المهني على دور المحاسبة القضائية في اكتشاف ممارسات التلاعب بالأرقام المالية: دراسة	المال_والأعمال	محاسبة
أثر التخصص المهني على دور المحاسبة القضائية في اكتشاف ممارسات التلاعب بالأرقام المالية: دراسة	المال_والأعمال	الغش التجاري
أثر الخدمات الأخرى لمراجع الحسبات على جودة المعلومات المحاسبية : دراسة ميدانية في سورية	المال_والأعمال	محاسبة
أثر السياسات السعرية لمياه الشرب على تخصيص الموارد في المملكة العربية السعودية	المال_والأعمال	الأسعار
أثر انتشار فيروس كورونا (COVID-19)على أداء أسواق الأسهم في دول مجلس التعاون الخليجي.	المال_والأعمال	الأسهم والأسواق المالية
أثر خصائص تصميم نظم المعلومات في فعالية نظم المعلومات التسويقية في الشركات الصغيرة والمتوسطة	المال_والأعمال	شركات صغيرة ومتوسطة
أثر خصائص تصميم نظم المعلومات في فعالية نظم المعلومات التسويقية في الشركات الصغيرة والمتوسطة	المال_والأعمال	تسويق
أثر خصائص جودة التدقيق في تحسين مستوى التحفظ المحاسبي في الشركات المساهمة العامة الصناعية الأردنية	المال_والأعمال	محاسبة
أثر خصائص مجلس الإدارة في التنبؤ بالفشل المالي للشركات الصناعية المصرية	المال_والأعمال	تحليل إقتصادي
أثر خصائص مجلس الإدارة في التنبؤ بالفشل المالي للشركات الصناعية المصرية	المال_والأعمال	الصناعة
أسس جديدة في تحليل التكلفة والمنفعة	المال_والأعمال	تكاليف
أمن المعلومات في البنوك السعودية من وجهة نظر رؤساء تقنية المعلومات	المال_والأعمال	بنوك
أنظمة التبادل	المال_والأعمال	أطر نظرية
أنظمة التبادل	المال_والأعمال	تحليل إقتصادي
أهمية السعر التحويلي لقياس الأداء : نموذج مقترح	المال_والأعمال	الأسعار
أهمية السعر التحويلي لقياس الأداء : نموذج مقترح	المال_والأعمال	تحليل إقتصادي
آثار انضمام المملكة العربية السعودية الى منظمة التجارة العالمية (WOT) على القطاع المصرفي السعودي	المال_والأعمال	مؤسسات ومنظمات دولية
آثار انضمام المملكة العربية السعودية الى منظمة التجارة العالمية (WOT) على القطاع المصرفي السعودي	المال_والأعمال	بنوك
آثار عجز الميزانية على الادخار الخاص في الاقتصاد المغربي عبر نمذجة SVAR	المال_والأعمال	الميزانية العامة للدولة
آثار عجز الميزانية على الادخار الخاص في الاقتصاد المغربي عبر نمذجة SVAR	المال_والأعمال	تحليل إقتصادي
تأثير العائدات النفطية على الإقتصاد السعودي ونتائج سياسات المملكة في تنويع إقتصادها ومصادر دخلها	المال_والأعمال	تحليل إقتصادي
تأثير تعاملات الأجانب على تقلبات العائد في سوق الأسهم المصرية	المال_والأعمال	الملكية الأجنبية
تأثير تعاملات الأجانب على تقلبات العائد في سوق الأسهم المصرية	المال_والأعمال	الأسهم والأسواق المالية
تأثير مخاطر الدعاوى القضائية على ممارسات التحفظ المحاسبي في الشركات المتهمة بالتلاعب	المال_والأعمال	الغش التجاري
تأثير مخاطر الدعاوى القضائية على ممارسات التحفظ المحاسبي في الشركات المتهمة بالتلاعب	المال_والأعمال	محاسبة
تبادل المعلومات وكفاءة سوق التمويل في المملكة العربية السعودية	المال_والأعمال	التمويل
تجربة التخصيص في المملكة العربية السعودية في ضوء التجارب الدولية	المال_والأعمال	خصخصة
تحديد التكلفة على أساس النشاط في المؤسسات المالية	المال_والأعمال	بنوك
تحديد الحجم الأمثل للإنفاق الحكومي في المملكة العربية السعودية	المال_والأعمال	الميزانية العامة للدولة
تحديد أنموذج للتحوط من الأثر السلبي لتقلبات الإيرادات البترولية للمملكة العربية السعودية الناتجة	المال_والأعمال	تحليل إقتصادي
تحديد أنموذج للتحوط من الأثر السلبي لتقلبات الإيرادات البترولية للمملكة العربية السعودية الناتجة	المال_والأعمال	ذكاء الأعمال
تحليل اقتصادي لعلاقات المملكة العربية السعودية مع اليابان	المال_والأعمال	تحليل إقتصادي
تحليل البيانات الاقتصادية	المال_والأعمال	تحليل إقتصادي
تحليل أثر المتغيرات الاقتصادية في أداء صناديق الاستثمار في سوق الأوراق المالية الناشئة في مصر	المال_والأعمال	الأسهم والأسواق المالية
تحليل أثر المتغيرات الاقتصادية في أداء صناديق الاستثمار في سوق الأوراق المالية الناشئة في مصر	المال_والأعمال	تحليل إقتصادي
ترويج الصناعات الغذائية الأردنية من خلال المشاركة في المعارض التجارية الدولية	المال_والأعمال	تسويق
تصور مستقبلي لتفعيل التكامل الاقتصادي العربي : دراسة تحليلة لمعوقاته ووسائل تحقيقة	المال_والأعمال	تحليل إقتصادي
تطبيقات عملية في المحاسـبة الحكومية (١(	المال_والأعمال	محاسبة
تطبيقات عملية في المحاسبة الحكومية (٢(	المال_والأعمال	محاسبة
تطور الدين العام وأثره على النمو الاقتصادى في ضوء رؤية المملكة 2030	المال_والأعمال	النمو الإقتصادي
تقدير دالة الطلب على الواردات في سورية خلال الفترة من عام 1970م الى 2004م	المال_والأعمال	تحليل إقتصادي
تقدير دالة الطلب على الواردات في سورية خلال الفترة من عام 1970م الى 2004م	المال_والأعمال	الصادرات والواردات
تقدير فجوة الناتج، وأثرها على معدلات التضخم في السعودية خلال الفترة 1970م - 2018م .	المال_والأعمال	التضخم
تقدير فجوة الناتج، وأثرها على معدلات التضخم في السعودية خلال الفترة 1970م - 2018م .	المال_والأعمال	تحليل إقتصادي
تقديم الخدمات العامة دون الاعتماد الشديد على التمويل الحكومي: كيف تتعامل المنظمات غير الربحية مع خفض الميزانية الحكومية؟	المال_والأعمال	الميزانية العامة للدولة
تقييم الاستدامة المالية في المملكة العربية السعودية: : دراسة تطبيقية 1969-2015م	المال_والأعمال	سياسات مالية
تقييم الاستدامة المالية في المملكة العربية السعودية: : دراسة تطبيقية 1969-2015م	المال_والأعمال	تقارير مالية
تقييم الاستدامة في الحساب الجاري للاقتصاد المصري خلال الفترة 1977م - 2017م.	المال_والأعمال	سياسات مالية
تقييم الاستدامة في الحساب الجاري للاقتصاد المصري خلال الفترة 1977م - 2017م.	المال_والأعمال	تقارير مالية
تقييم تجربة الجزائر في إعادة تقويم الأصول الثابتة القابلة للاهتلاك : دراسة تحليلية ميدانية	المال_والأعمال	تحليل إقتصادي
تقييم ممارسات حوكمة الشركات وأثرها على مستوى أداء الشركات في ظل اختلاف هياكل الملكية: دليل من الشركات المدرجة بالسوق المالية السعودية	المال_والأعمال	حوكمة الشركات
تقييم ممارسات حوكمة الشركات وأثرها على مستوى أداء الشركات في ظل اختلاف هياكل الملكية: دليل من الشركات المدرجة بالسوق المالية السعودية	المال_والأعمال	الأسهم والأسواق المالية
تقييم ممارسات حوكمة الشركات وأثرها على مستوى أداء الشركات في ظل اختلاف هياكل الملكية: دليل من الشركات المدرجة بالسوق المالية السعودية	المال_والأعمال	تحليل إقتصادي
جريمة الاحتيال في السوق المالية وفقاً للنظام السعودي	المال_والأعمال	الأسهم والأسواق المالية
خصخصة خدمات الصرف الصحي اساليبها والاثارالمترتبة عليها	المال_والأعمال	خصخصة
خصخصة شركات الكهرباء الأردنية : دراسة ميدانية لاتجاهات مديري اداراتها	المال_والأعمال	خصخصة
دراسة تأثير إستراتيجية أنظمة المعلومات على الرضا عن مساهمة أنظمة المعلومات في أداء الشركات صغيرة الحجم	المال_والأعمال	شركات صغيرة ومتوسطة
دراسة تحليلية قياسية للطلب من الواردات والصادرات السعودية خلال ثلاثين عاما 1968 - 1997	المال_والأعمال	الصادرات والواردات
دراسة قياسية لمحددات القيمة السوقية لأسهم البنوك الإسلامية المدرجة في بورصة قطر للأوراق المالية	المال_والأعمال	الأسهم والأسواق المالية
دراسة قياسية لمحددات القيمة السوقية لأسهم البنوك الإسلامية المدرجة في بورصة قطر للأوراق المالية	المال_والأعمال	بنوك
دراسة مسحية لمناهج القياس الاقتصادي والمحاسبي ودورها في الاستخدام الأمثل للموارد المائية في مصر	المال_والأعمال	محاسبة
دراسة مسحية لمناهج القياس الاقتصادي والمحاسبي ودورها في الاستخدام الأمثل للموارد المائية في مصر	المال_والأعمال	تحليل إقتصادي
دوافع التغيير في المحاسبة الادارية واتجاهات الاستجابه في الفكر والتطبيق العملي	المال_والأعمال	محاسبة
دوافع تجزئة السهم في سوق الأسهم السعودية	المال_والأعمال	الأسهم والأسواق المالية
دور التخصص الصناعي للمراجع الخارجي في الحد من ممارسات ادارة الارباح : دراسة ميدانية على شركات المساهمة	المال_والأعمال	أطر نظرية
دور التخصص الصناعي للمراجع الخارجي في الحد من ممارسات ادارة الارباح : دراسة ميدانية على شركات المساهمة	المال_والأعمال	الصناعة
دور القطاع البنكي في تمكين المسئولية الاجتماعية : دراسة ميدانية على بنوك المنطقة الشرقية في المملكة العربية السعودية.	المال_والأعمال	بنوك
دور الملكية الأجنبية في الحد من إدارة الأرباح : دليل من الشركات المقيدة بالبورصة المصرية	المال_والأعمال	الملكية الأجنبية
دور الملكية الأجنبية في الحد من إدارة الأرباح : دليل من الشركات المقيدة بالبورصة المصرية	المال_والأعمال	الأسهم والأسواق المالية
دور آليات الحوكمة في تحسين ملاءمة معلومات هيكل القياس الهرمي للقيمة العادلة بالتطبيق على البنوك	المال_والأعمال	بنوك
دور مساهمة القطاعات الاقتصادية في تعزيز إجمالي الناتج المحلي - دراسة تطبيقية على المملكة العربية السعودية	المال_والأعمال	تحليل إقتصادي
ذكاء الأعمال والتحليلات وعلم البيانات	المال_والأعمال	ذكاء الأعمال
رضا العملاء كمتغير وسيط في العلاقة بين أبعاد تسويق العلاقات وولاء العملاء " دراسة تطبيقية "	المال_والأعمال	ولاء العملاء
رضا العملاء كمتغير وسيط في العلاقة بين أبعاد تسويق العلاقات وولاء العملاء " دراسة تطبيقية "	المال_والأعمال	تسويق
سبل تفعيل الشراكة بين الجامعات والقطاع الخاص ودورها في التنمية الإدارية بالمملكة العربية السعودية	المال_والأعمال	شراكات
سلوك الأسواق المالية	المال_والأعمال	الأسهم والأسواق المالية
سوق المال السعودي نشأتها وأداؤها وكفاءتها	المال_والأعمال	الأسهم والأسواق المالية
سياسات سوق العمل النشطة بالمملكة العربية السعودية : دروس مستفادة حول مؤشرات التقييم 	المال_والأعمال	مؤشرات اقتصادية
سياسات سوق العمل النشطة بالمملكة العربية السعودية : دروس مستفادة حول مؤشرات التقييم 	المال_والأعمال	سياسات مالية
شركة التوصية البسيطة	المال_والأعمال	النظام التجاري
علم المـالية العامة	المال_والأعمال	أطر نظرية
قياس النمو في القطاع غير الربحي : تحليل طولي للبيانات 	المال_والأعمال	النمو الإقتصادي
قياس النمو في القطاع غير الربحي : تحليل طولي للبيانات 	المال_والأعمال	تحليل إقتصادي
قياس أثر استقلالية المراجعة على الاستجابة السوقية لإعلانات الأرباح في الشركات السعودية	المال_والأعمال	تحليل إقتصادي
قياس أثر القدرة الإدارية على الاستثمار : دراسة تطبيقية على الشركات السعودية	المال_والأعمال	تحليل إقتصادي
قياس جودة الخدمات المصرفية للبنوك الوطنية التجارية القطرية : دراسة ميدانية	المال_والأعمال	بنوك
قياس مستوى شفافية الافصاح في التقارير المالية المنشورة لتحسين جودة المعلومات المحاسبية بمنشأت الاعمال	المال_والأعمال	محاسبة
قياس مستوى شفافية الافصاح في التقارير المالية المنشورة لتحسين جودة المعلومات المحاسبية بمنشأت الاعمال	المال_والأعمال	تقارير مالية
كفاءة التخطيط المالي بوزارة التعليم في ضوء التغيرات الاقتصادية : إستراتيجية مُقترَحة	المال_والأعمال	تحليل إقتصادي
كفاءة سوق عمان المالية : قطاع البنوك عند المستوى الضعيف	المال_والأعمال	الأسهم والأسواق المالية
كفاءة سوق عمان المالية : قطاع البنوك عند المستوى الضعيف	المال_والأعمال	بنوك
كيف يؤدي التغيير في أسس القياس المحاسبي إلى التغيير في السلوك الاداري؟ استعراض للأدلة	المال_والأعمال	أطر نظرية
ماهية صناديق الاستثمار وادارتها في المملكة العربية السعودية	المال_والأعمال	الأسهم والأسواق المالية
مبادي المحاسبة	المال_والأعمال	محاسبة
محددات اختيار الإدارة للسياسات المحاسبية : المدخل الإسجابي ـ دراسة اختبارية على الشركات السعودية	المال_والأعمال	محاسبة
محددات اختيار الإدارة للسياسات المحاسبية : المدخل الإسجابي ـ دراسة اختبارية على الشركات السعودية	المال_والأعمال	أطر نظرية
محددات الإفصاح المحاسبي عن المسؤولية الاجتماعية في الشركات السعودية المدرجة : دراسة تطبيقية	المال_والأعمال	محاسبة
محددات السلوك الاداري في اختيار السياسات المحاسبية في ضوء النظرية الايجابية : دراسة اختبارية	المال_والأعمال	محاسبة
محددات النمو الاقتصادي في القطاع غير النفطي السعودي	المال_والأعمال	النمو الإقتصادي
محددات الهيكل التمويلي للشركات الصناعية المساهمة في المملكة العربية السعودية 	المال_والأعمال	التمويل
محددات جودة الخدمات الضريبية الإلكترونية للإدارات الضريبية: دراسة تحليلية مقارنة في مصر - السعودية - الأردن	المال_والأعمال	الزكاة والضرائب
محددات ضعف الرقابة الداخلية وأثره على مستوى التحفظ المحاسبي في التقارير المالية للشركات المسجلة	المال_والأعمال	محاسبة
محددات ضعف الرقابة الداخلية وأثره على مستوى التحفظ المحاسبي في التقارير المالية للشركات المسجلة	المال_والأعمال	تقارير مالية
محددات هيكل أجل الديون في الشركات المساهمة السعودية	المال_والأعمال	تحليل إقتصادي
مخاطر أمن نظم المعلومات المحاسبية الإلكترونية : دراسة ميدانية على المنشآت السعودية	المال_والأعمال	محاسبة
مدخل المحاسبة عن التكلفة على أساس النشاط كأساس لقياس تكلفة الخدمات الصحية بالمستشفيات	المال_والأعمال	تكاليف
مدخل المحاسبة عن التكلفة على أساس النشاط كأساس لقياس تكلفة الخدمات الصحية بالمستشفيات	المال_والأعمال	محاسبة
مدخل مقترح للحد من معوقات تفعيل دور المراجعين الخارجيين للمساهمة في مكافحة غسل الاموال في البنوك	المال_والأعمال	بنوك
مدخل مقترح للحد من معوقات تفعيل دور المراجعين الخارجيين للمساهمة في مكافحة غسل الاموال في البنوك	المال_والأعمال	غسيل أموال
مدى اهتمام الجمارك الأردنية بتطبيق الضوابط الرقابية لأمن المعلومات المحاسبية في بيئة تكنولوجيا	المال_والأعمال	جمارك
مدى دقة النسب المالية في التنبئو بتعثر البنوك : دراسة ميدانية على القطاع المصرفي الأردني	المال_والأعمال	بنوك
مدى دقة النسب المالية في التنبئو بتعثر البنوك : دراسة ميدانية على القطاع المصرفي الأردني	المال_والأعمال	تحليل إقتصادي
مدى كفاءة وفاعلية الميزانية العامة	المال_والأعمال	محاسبة
مدى كفاية وفعالية أنظمة الميزانية العامة	المال_والأعمال	الميزانية العامة للدولة
مسائل حوكمة الشركات	المال_والأعمال	حوكمة الشركات
مسائل حوكمة الشركات نظرة فاحصة على الخيارات التنظمية وتبعاتها 	المال_والأعمال	حوكمة الشركات
مستويات ومعوقات التمكين وعلاقتة بالولاء التنظيمي في المصارف السعودية: دراسة تطبيقية على عينة من مصارف بريدة 	المال_والأعمال	بنوك
مشكلات المراجعة الخارجية لصناديق الاستثمار : دراسة استطلاعية على عينة من مراقبي الحسابات في القاهرة 	المال_والأعمال	الأسهم والأسواق المالية
مشكلات المراجعة الخارجية لصناديق الاستثمار : دراسة استطلاعية على عينة من مراقبي الحسابات في القاهرة 	المال_والأعمال	محاسبة
معدل وعوامل انتشار المنشآت الصغيرة والمتوسطة في المملكة العربية السعودية	المال_والأعمال	شركات صغيرة ومتوسطة
معوقات الإفصاح البيئي في التقارير المالية : حالة جمهورية مصر العربية	المال_والأعمال	تقارير مالية
معوقات النمو الاقتصادي في الأردن	المال_والأعمال	النمو الإقتصادي
مقومات الاقتصاد الرقمي	المال_والأعمال	أطر نظرية
ممارسة الإفصاح عن رأس المال البشري في الشركات ذات الملكية الحكومية المدرجة في السوق المالية السعودية: دراسة استكشافية.	المال_والأعمال	الأسهم والأسواق المالية
ممكنات التميز المؤسسي في القطاع البنكي وفقا لرؤية المملكة 2030 - دراسة ميدانية على بنوك المنطقة الشرقية في المملكة العربية السعودية	المال_والأعمال	بنوك
ميزة التحالف	المال_والأعمال	آليات السوق
نظام الزكاة المالي وحسن المعاش العام : تقدير كمي شمولي في الاقتصاد المغربي	المال_والأعمال	الزكاة والضرائب
نظام الزكاة المالي وحسن المعاش العام : تقدير كمي شمولي في الاقتصاد المغربي	المال_والأعمال	تحليل إقتصادي
نظام الزكاة وضريبة الدخل	المال_والأعمال	الزكاة والضرائب
نظرة حول طرق الفصل في المخالفات والخلافات الناشئة عن الاستثمار الأجنبي وفقاً لنظام الاستثمار الأجنبي	المال_والأعمال	الملكية الأجنبية
نموذج بنائي لدور رأس المال	المال_والأعمال	أطر نظرية
نموذج رياضي مقترح لتخصيص التكاليف الغارقة للطاقة والتكاليف المشتركة في المنشآت الصناعية	المال_والأعمال	تكاليف
نموذج رياضي مقترح لتخصيص التكاليف الغارقة للطاقة والتكاليف المشتركة في المنشآت الصناعية	المال_والأعمال	ذكاء الأعمال
هيكلية السوق المصرفية الاسلامية وعلاقتها بكفاءة الاداء : دراسة مقارنة في مجلس التعاون لدول الخليج	المال_والأعمال	بنوك
واقع تنمية واستثمار الموارد المالية في الجمعيات الخيرية: : دراسة ميدانية بمدينة الرياض	المال_والأعمال	تحليل إقتصادي
 الأخطاء الطبية ودور التدريب الإلكتروني عن بعد في الحد منها: دراسة تطبيقية على الهيئة العامة للتأمين	الموارد_البشرية	التدريب
 الرضا الوظيفي للعاملين في ظل نظرية القيادة الخادمة : دراسة ميدانية على عينة من العاملين بالأجهزة	الموارد_البشرية	الرضا الوظيفي
 الممارسات الإستراتيجية للموارد البشرية بدائل تحسين الأداء التنظيمي في القطاع العام 	الموارد_البشرية	أخرى
 أثر الإدارة والتزامات العاملين على جودة حياة العمل في المنظمات الحكومية بدولة الإمارات العربية المتحدة	الموارد_البشرية	بيئة العمل
 أثر ثقافة المنظمة في سلوكيات الالتزام التنظيمي ( دراسة تطبيقية )	الموارد_البشرية	السلوك
 أهمية التعليم المهني المستمر للمحاسب القانوني	الموارد_البشرية	التدريب
 برامج تخطيط المسار الوظيفي : الممارسات والصعوبات في منظمات الاعمال السعودية 	الموارد_البشرية	المسار الوظيفي
 تأثير المتغيرات الشخصية والتنظيمية على مستوى الاغتراب الوظيفي	الموارد_البشرية	بيئة العمل
 تطوير المديرين في الأجهزة الحكومة : دراسة استطلاعية للأسباب الداخلية التي تتبعها الأجهزة الحكومية	الموارد_البشرية	التدريب
 مدى فاعلية إجراءات السلامة المهنية في المستشفيات الحكومية	الموارد_البشرية	السلامة المهنية
اتجاهات أعضاء هيئة التدريس في الجامعات الحكومية نحو دور التدريب عن بعد في تنمية قدراتهم	الموارد_البشرية	التدريب
اثر استخدام الحوافز السلبية على الالتزام التنظيمي وانتشار السلوكيات السلبية : دراسة تطبيقية	الموارد_البشرية	الترقيات والجزاءات
اثر استخدام الحوافز السلبية على الالتزام التنظيمي وانتشار السلوكيات السلبية : دراسة تطبيقية	الموارد_البشرية	السلوك
اثر الانطمار الوظيفي في العلاقة بين راس المال النفسي ومستوى الشعور بالاحتقان التنظيمي لدى العاملين 	الموارد_البشرية	الرضا الوظيفي
اثر الانطمار الوظيفي في العلاقة بين راس المال النفسي ومستوى الشعور بالاحتقان التنظيمي لدى العاملين 	الموارد_البشرية	بيئة العمل
استخدام الانترنت والرضا الوظيفي	الموارد_البشرية	الرضا الوظيفي
استكشاف العلاقة بين القيادة الداعمة والسلوك الصوتي للعاملين	الموارد_البشرية	بيئة العمل
الاتجاهات الحديثة في إدارة الموارد البشرية : دراسة استطلاعية عن ضغط الوقت وأسبابة بين موظفي القطاع	الموارد_البشرية	أطر نظرية
الاغتراب الوظيفي ومصادره : دراسة ميدانية حول علاقتهما ببعض المتغيرات الشخصية والتنظيمية في القطاع	الموارد_البشرية	بيئة العمل
الإدارة الحديثة لشئون الموظفين الحكوميين	الموارد_البشرية	
الأبعاد السلوكية المحددة لتبني أنظمة الحكومة الألكترونية بين موظفي القطاع العام في المملكة	الموارد_البشرية	السلوك
الأحكام النظامية في ترقية القيادات الإدارية وفقًا للائحة الترقيات في المملكة العربية السعودية	الموارد_البشرية	الترقيات والجزاءات
الأفراد ذوو المشكلات وكيفية التعامل معهم	الموارد_البشرية	أخرى
التأمينات الاجتماعية ونظامها في المملكة العربية السعودية	الموارد_البشرية	التأمينات
التحديات المعاصرة أمام الموارد البشرية العربية وسبل التغلب عليها	الموارد_البشرية	أطر نظرية
التدريب الحكومي لريادة الأعمال في المملكة العربية السعودية: دراسة استطلاعية على عينة من رواد ورائدات الأعمال	الموارد_البشرية	التدريب
التدريب المتبادل قناة التنمية الإدارية (تصور مقترح)	الموارد_البشرية	التدريب
التدريب للقيادة	الموارد_البشرية	التدريب
التقاعد المبكر في الأجهزة الحكومية وأثره على المنظمة الحكومية والمتقاعد والموظف   	الموارد_البشرية	التقاعد
التقصى عن بعض المتغيرات المتوقع أن تؤثر على سلوك البحث عن تغذية عكسية عن الاداء : دراسة ميدانية	الموارد_البشرية	الأداء
التكامل بين أهداف إدارة الموارد البشرية والأهداف الإستراتيجية في الوزارات السعودية	الموارد_البشرية	أخرى
التوازن بين أداء المورد البشري وعملية توطين الوظائف (السعودة) : دراسة حالة عملية توطين الأطباء	الموارد_البشرية	أخرى
التوجيه والارشاد النظرية والتطبيق	الموارد_البشرية	التدريب
الجدارة في العمل	الموارد_البشرية	الأداء
الحوافز الإدارية في الفكر الإسلامي	الموارد_البشرية	بيئة العمل
الحوافز الإدارية في الفكر الإسلامي	الموارد_البشرية	أطر نظرية
الدور الوسيط للدعم التنظيمي المدرك في العلاقة بين القيادة الخادمة والاستغراق الوظيفي	الموارد_البشرية	الأداء
الرضا الوظيفي لدى العاملين في القطاع الصحي(بحث)	الموارد_البشرية	الرضا الوظيفي
العدالة التنظيمية وعلاقتها بالميل نحو التسرب الوظيفي : دراسة ميدانية على أعضاء هيئة التدريس السعوديين	الموارد_البشرية	التسرب الوظيفي
العلاقة بين الكفاية الذاتية وجودة الحياة الوظيفية والارتباط الوظيفي : دراسة تطبيقية على العاملين بمهنة	الموارد_البشرية	بيئة العمل
العلاقة بين الكفاية الذاتية وجودة الحياة الوظيفية والارتباط الوظيفي : دراسة تطبيقية على العاملين بمهنة	الموارد_البشرية	الرضا الوظيفي
العلاقة بين دافعية العمل الداخلية والالتزام التنظيمي والأداء الوظيفي والخصائص الفردية : دراسة ميدانية	الموارد_البشرية	الأداء
العلاقة بين دافعية العمل الداخلية والالتزام التنظيمي والأداء الوظيفي والخصائص الفردية : دراسة ميدانية	الموارد_البشرية	السلوك
العوامل المؤثرة على تقبل موظفي القطاع العام بالمملكة العربية السعودية للتدريب الإلكتروني	الموارد_البشرية	التدريب
العوامل المؤثرة فى الرغبة فى ترك الكوادر الطبية	الموارد_البشرية	التسرب الوظيفي
العوامل المؤثرة في انتقال أثر التدريب للواقع العملي في الأجهزة الحكومية بالمملكة العربية السعودية	الموارد_البشرية	التدريب
العوامل المؤثرة في تسريب الموظفين للوثائق والمعلومات السرية من منظور الأمن السيبراني في المملكة العربية السعودية.	الموارد_البشرية	بيئة العمل
العوامل المؤثرة في عدم انتظام الموظفين في الدوام الرسمي في المملكة(بحث)	الموارد_البشرية	التسرب الوظيفي
العوامل المؤثرة في عدم انتظام الموظفين في الدوام الرسمي في المملكة(بحث)	الموارد_البشرية	بيئة العمل
القدرات الإدارية اللازمة لتطوير أداء القيادات بالجامعات السعودية في ضوء رؤية 2030م	الموارد_البشرية	التدريب
القيادة وتنمية الموارد البشرية في جامعة الأميرة نورة بنت عبد الرحمن - دراسة استطلاعية لآراء (اتجاهات) الموظفات الإداريات	الموارد_البشرية	التدريب
الكفايات المهنية	الموارد_البشرية	الأداء
الكفايات المهنية اللازمة للتدريب لدى المدربين	الموارد_البشرية	الأداء
الكفايات المهنية اللازمة للتدريب لدى المدربين	الموارد_البشرية	التدريب
المتقاعدون في المملكة العربية السعودية	الموارد_البشرية	التقاعد
المواءمة بين الموظف والوظيفة وأثرها في النية لترك الوظيفة	الموارد_البشرية	التوظيف
الوعى الأمني المعلوماتي لموظفي القطاع الحكومي في المملكة العربية السعودية	الموارد_البشرية	التدريب
امتحانات التوظيف في الإسلام	الموارد_البشرية	التوظيف
ايضاح استخدام الموظف لنظام بعد تطبيقه، والأداء الوظيفي : تأثير محتوى ومصدر شبكة العلاقات الاجتماعية	الموارد_البشرية	الأداء
إتجاهات الشباب السعودى نحو التعليم الفني(بحث)	الموارد_البشرية	التدريب
إدارة الرواتب والأجور	الموارد_البشرية	الرواتب والأجور
إدارة شئون الموظفين في الاجهزة الحكومية	الموارد_البشرية	
إدارك الموظفين لمدى موضوعية نظام تقييم أدائهم وعلاقته ببعض الخصائص الشخصية والوظيفية : دراسة تطبيقية	الموارد_البشرية	الأداء
إدارك الموظفين لمدى موضوعية نظام تقييم أدائهم وعلاقته ببعض الخصائص الشخصية والوظيفية : دراسة تطبيقية	الموارد_البشرية	السلوك
إستراتيجيات مواجهة الضغوط وعلاقتها بالرضا الوظيفي لدى الأخصائيين النفسيين العاملين بالقطاع الصحي	الموارد_البشرية	الرضا الوظيفي
إستراتيجيات مواجهة الضغوط وعلاقتها بالرضا الوظيفي لدى الأخصائيين النفسيين العاملين بالقطاع الصحي	الموارد_البشرية	بيئة العمل
إعداد واختيار وتطوير القيادات الإدارية النسائية في الأجهزة الحكومية (دراسة ميدانية)	الموارد_البشرية	التدريب
أثر الالتزام التنظيمي في العلاقة بين الرضا الوظيفي والأداء الوظيفي: دراسة تحليلية	الموارد_البشرية	الرضا الوظيفي
أثر الالتزام التنظيمي في العلاقة بين الرضا الوظيفي والأداء الوظيفي: دراسة تحليلية	الموارد_البشرية	الأداء
أثر الصداقة في موقع العمل والكفاءة الذاتية الإبداعية بوصفهما متغيرين وسيطين في العلاقة بين القيادة الخيَرة والاستغراق في العمل الإبداعي.	الموارد_البشرية	بيئة العمل
أثر القيادة التمكينية على الرفاهية النفسية والارتباط بالعمل : الدور الوسيط لرأس المال النفسي	الموارد_البشرية	الرضا الوظيفي
أثر القيادة الخادمة في تحسين جودة حياة العمل بالتطبيق على المؤسسة العامة للاتصالات اليمنية 	الموارد_البشرية	بيئة العمل
أثر لامركزية التوظيف في الخدمة المدنية(بحث)	الموارد_البشرية	التوظيف
أثر نمط القيادة المتبع على جودة العلاقة بين القادة ومرؤوسيهم ودور ذلك في تعزيز سلوكيات الموظفين في بيئة التغيير التنظيمي	الموارد_البشرية	بيئة العمل
أحكام تأديب الموظفين	الموارد_البشرية	الترقيات والجزاءات
أدارة الرواتب	الموارد_البشرية	الرواتب والأجور
أدرك العاملين لنظام تقويم الأداء وعلاقته ببعض العوامل الشخصية والتنظيمية : دراسة ميدانية	الموارد_البشرية	الأداء
أدرك العاملين لنظام تقويم الأداء وعلاقته ببعض العوامل الشخصية والتنظيمية : دراسة ميدانية	الموارد_البشرية	السلوك
أدرك العاملين لنظام تقويم الأداء وعلاقته ببعض العوامل الشخصية والتنظيمية : دراسة ميدانية	الموارد_البشرية	بيئة العمل
أستخدام نظم معلومات الموارد البشرية	الموارد_البشرية	
